datetime,open,close,high,low,value,volume,begin,end
2021-10-27 14:00:00,4205.07,4203.12,4210.54,4201.74,5474337641.699997,0,2021-10-27 14:00:00,2021-10-27 14:59:59
2021-10-27 15:00:00,4203.02,4209.48,4211.42,4201.21,5023507404.700005,0,2021-10-27 15:00:00,2021-10-27 15:59:59
2021-10-27 16:00:00,4209.5,4224.7,4224.96,4205.85,10534343241.549995,0,2021-10-27 16:00:00,2021-10-27 16:59:59
2021-10-27 17:00:00,4223.78,4231.29,4234.12,4222.36,13127066263.550003,0,2021-10-27 17:00:00,2021-10-27 17:59:59
2021-10-27 18:00:00,4231.32,4229.53,4234.99,4225.33,11042317235.350006,0,2021-10-27 18:00:00,2021-10-27 18:54:07
2021-10-28 10:00:00,4210.78,4195.67,4220.23,4193.88,23039411559.2,0,2021-10-28 10:00:00,2021-10-28 10:59:59
2021-10-28 11:00:00,4195.85,4200.3,4204.53,4187.67,13727550619.05,0,2021-10-28 11:00:00,2021-10-28 11:59:59
2021-10-28 12:00:00,4200.21,4171.03,4207.6,4167.91,19572026250.1,0,2021-10-28 12:00:00,2021-10-28 12:59:59
2021-10-28 13:00:00,4170.9,4165.42,4172.18,4157.39,14191988820.299995,0,2021-10-28 13:00:00,2021-10-28 13:59:59
2021-10-28 14:00:00,4165.44,4168.53,4178.99,4164.31,9685648994.0,0,2021-10-28 14:00:00,2021-10-28 14:59:59
2021-10-28 15:00:00,4168.54,4173.2,4183.07,4167.08,7410178274.150009,0,2021-10-28 15:00:00,2021-10-28 15:59:59
2021-10-28 16:00:00,4173.19,4170.79,4175.61,4163.02,12114011063.5,0,2021-10-28 16:00:00,2021-10-28 16:59:59
2021-10-28 17:00:00,4170.97,4191.94,4192.24,4168.78,17080649467.59999,0,2021-10-28 17:00:00,2021-10-28 17:59:59
2021-10-28 18:00:00,4191.78,4189.66,4192.39,4180.01,13737463179.350006,0,2021-10-28 18:00:00,2021-10-28 18:54:01
2021-10-29 10:00:00,4186.35,4169.59,4186.7,4166.2,23171628395.55,0,2021-10-29 10:00:00,2021-10-29 10:59:59
2021-10-29 11:00:00,4169.97,4149.51,4172.25,4146.55,11855885865.250004,0,2021-10-29 11:00:00,2021-10-29 11:59:59
2021-10-29 12:00:00,4149.53,4159.0,4161.98,4144.63,7861242588.099998,0,2021-10-29 12:00:00,2021-10-29 12:59:59
2021-10-29 13:00:00,4159.03,4158.29,4162.66,4145.04,7070721368.599998,0,2021-10-29 13:00:00,2021-10-29 13:59:59
2021-10-29 14:00:00,4158.46,4147.9,4158.63,4146.75,5217457283.050003,0,2021-10-29 14:00:00,2021-10-29 14:59:59
2021-10-29 15:00:00,4148.03,4133.96,4149.0,4129.52,9484773479.75,0,2021-10-29 15:00:00,2021-10-29 15:59:59
2021-10-29 16:00:00,4133.92,4127.39,4136.6,4122.89,14309270620.399994,0,2021-10-29 16:00:00,2021-10-29 16:59:59
2021-10-29 17:00:00,4127.59,4137.47,4137.8,4116.29,12357177782.75,0,2021-10-29 17:00:00,2021-10-29 17:59:59
2021-10-29 18:00:00,4137.6,4150.0,4150.0,4135.51,15912220411.100006,0,2021-10-29 18:00:00,2021-10-29 18:54:01
2021-11-01 10:00:00,4155.24,4173.82,4179.93,4155.24,16082104616.75,0,2021-11-01 10:00:00,2021-11-01 10:59:59
2021-11-01 11:00:00,4173.74,4188.4,4191.01,4173.74,10265287015.95,0,2021-11-01 11:00:00,2021-11-01 11:59:59
2021-11-01 12:00:00,4188.07,4194.32,4196.59,4187.51,7848427326.349998,0,2021-11-01 12:00:00,2021-11-01 12:59:59
2021-11-01 13:00:00,4194.29,4196.27,4201.69,4193.74,4974576034.049999,0,2021-11-01 13:00:00,2021-11-01 13:59:59
2021-11-01 14:00:00,4196.28,4197.24,4207.46,4195.02,6805900004.050003,0,2021-11-01 14:00:00,2021-11-01 14:59:59
2021-11-01 15:00:00,4197.04,4197.47,4207.51,4196.71,7298533934.400002,0,2021-11-01 15:00:00,2021-11-01 15:59:59
2021-11-01 16:00:00,4197.47,4206.48,4212.19,4196.72,8966523267.949997,0,2021-11-01 16:00:00,2021-11-01 16:59:59
2021-11-01 17:00:00,4206.41,4220.96,4221.2,4204.92,10056646215.399994,0,2021-11-01 17:00:00,2021-11-01 17:59:59
2021-11-01 18:00:00,4220.94,4221.49,4224.51,4214.32,11051961529.300003,0,2021-11-01 18:00:00,2021-11-01 18:54:07
2021-11-02 10:00:00,4235.89,4229.22,4245.32,4221.26,13389482324.9,0,2021-11-02 10:00:00,2021-11-02 10:59:59
2021-11-02 11:00:00,4229.2,4230.11,4240.7,4221.9,12364742199.1,0,2021-11-02 11:00:00,2021-11-02 11:59:59
2021-11-02 12:00:00,4230.12,4220.43,4232.2,4210.74,9321044230.400002,0,2021-11-02 12:00:00,2021-11-02 12:59:59
2021-11-02 13:00:00,4219.8,4211.26,4221.37,4206.4,6907159538.199997,0,2021-11-02 13:00:00,2021-11-02 13:59:59
2021-11-02 14:00:00,4211.25,4208.06,4213.52,4198.55,8111786717.650002,0,2021-11-02 14:00:00,2021-11-02 14:59:59
2021-11-02 15:00:00,4208.04,4205.45,4213.52,4201.64,5131955584.5,0,2021-11-02 15:00:00,2021-11-02 15:59:59
2021-11-02 16:00:00,4205.56,4200.84,4206.69,4197.64,6815239938.900002,0,2021-11-02 16:00:00,2021-11-02 16:59:59
2021-11-02 17:00:00,4200.9,4214.01,4216.64,4196.75,9269189719.549995,0,2021-11-02 17:00:00,2021-11-02 17:59:59
2021-11-02 18:00:00,4213.94,4207.53,4217.43,4207.53,7434371489.550003,0,2021-11-02 18:00:00,2021-11-02 18:54:00
2021-11-03 10:00:00,4192.14,4161.57,4192.14,4158.17,12368994251.15,0,2021-11-03 10:00:00,2021-11-03 10:59:59
2021-11-03 11:00:00,4161.82,4164.96,4172.5,4160.55,7958955534.35,0,2021-11-03 11:00:00,2021-11-03 11:59:59
2021-11-03 12:00:00,4164.97,4178.13,4180.69,4164.66,6680882367.75,0,2021-11-03 12:00:00,2021-11-03 12:59:59
2021-11-03 13:00:00,4178.08,4175.55,4183.76,4171.75,3893827296.8499985,0,2021-11-03 13:00:00,2021-11-03 13:59:59
2021-11-03 14:00:00,4175.63,4179.24,4181.34,4169.02,3429244080.700001,0,2021-11-03 14:00:00,2021-11-03 14:59:59
2021-11-03 15:00:00,4179.22,4170.49,4180.29,4169.07,5248932458.049999,0,2021-11-03 15:00:00,2021-11-03 15:59:59
2021-11-03 16:00:00,4170.47,4174.25,4176.93,4165.4,6641850047.150002,0,2021-11-03 16:00:00,2021-11-03 16:59:59
2021-11-03 17:00:00,4174.33,4184.98,4187.43,4173.34,8397256713.25,0,2021-11-03 17:00:00,2021-11-03 17:59:59
2021-11-03 18:00:00,4184.49,4184.87,4185.64,4173.85,10107813272.300003,0,2021-11-03 18:00:00,2021-11-03 18:54:07
2021-11-05 10:00:00,4179.03,4176.18,4181.43,4163.2,11420247774.7,0,2021-11-05 10:00:00,2021-11-05 10:59:59
2021-11-05 11:00:00,4176.06,4168.53,4180.73,4166.22,10717963557.849998,0,2021-11-05 11:00:00,2021-11-05 11:59:59
2021-11-05 12:00:00,4168.53,4171.11,4172.54,4160.87,5791814446.0,0,2021-11-05 12:00:00,2021-11-05 12:59:59
2021-11-05 13:00:00,4171.08,4175.75,4179.5,4168.06,4480552332.850002,0,2021-11-05 13:00:00,2021-11-05 13:59:59
2021-11-05 14:00:00,4175.74,4177.51,4179.59,4172.79,5570221226.799995,0,2021-11-05 14:00:00,2021-11-05 14:59:59
2021-11-05 15:00:00,4177.54,4177.9,4180.03,4173.42,6155815192.850006,0,2021-11-05 15:00:00,2021-11-05 15:59:59
2021-11-05 16:00:00,4177.91,4170.71,4181.87,4167.49,7578949573.599998,0,2021-11-05 16:00:00,2021-11-05 16:59:59
2021-11-05 17:00:00,4170.66,4170.22,4178.3,4159.92,9178969910.150002,0,2021-11-05 17:00:00,2021-11-05 17:59:59
2021-11-05 18:00:00,4170.56,4174.76,4178.71,4168.59,7916526888.550003,0,2021-11-05 18:00:00,2021-11-05 18:54:01
2021-11-08 10:00:00,4203.65,4204.59,4211.38,4197.74,12637412296.65,0,2021-11-08 10:00:00,2021-11-08 10:59:59
2021-11-08 11:00:00,4203.8,4213.74,4218.56,4198.84,12485262385.500002,0,2021-11-08 11:00:00,2021-11-08 11:59:59
2021-11-08 12:00:00,4213.96,4215.31,4220.88,4213.8,7107046289.399998,0,2021-11-08 12:00:00,2021-11-08 12:59:59
2021-11-08 13:00:00,4215.44,4216.93,4219.91,4206.98,6288713515.500004,0,2021-11-08 13:00:00,2021-11-08 13:59:59
2021-11-08 14:00:00,4216.95,4205.33,4219.37,4205.17,5980135893.699997,0,2021-11-08 14:00:00,2021-11-08 14:59:59
2021-11-08 15:00:00,4205.39,4190.62,4210.1,4190.49,9277575376.199997,0,2021-11-08 15:00:00,2021-11-08 15:59:59
2021-11-08 16:00:00,4190.59,4198.8,4204.39,4188.59,8262403142.950005,0,2021-11-08 16:00:00,2021-11-08 16:59:59
2021-11-08 17:00:00,4198.9,4214.86,4216.91,4198.06,7726098647.849998,0,2021-11-08 17:00:00,2021-11-08 17:59:59
2021-11-08 18:00:00,4214.86,4218.27,4218.49,4210.97,10178580751.300003,0,2021-11-08 18:00:00,2021-11-08 18:54:07
2021-11-09 10:00:00,4207.59,4213.75,4213.84,4193.44,10150814568.7,0,2021-11-09 10:00:00,2021-11-09 10:59:59
2021-11-09 11:00:00,4213.84,4221.38,4225.82,4202.09,12294830124.0,0,2021-11-09 11:00:00,2021-11-09 11:59:59
2021-11-09 12:00:00,4221.45,4219.95,4222.79,4214.09,9116211153.95,0,2021-11-09 12:00:00,2021-11-09 12:59:59
2021-11-09 13:00:00,4219.9,4213.53,4222.5,4210.92,7017881433.699997,0,2021-11-09 13:00:00,2021-11-09 13:59:59
2021-11-09 14:00:00,4213.35,4210.31,4216.43,4208.1,5844681888.849998,0,2021-11-09 14:00:00,2021-11-09 14:59:59
2021-11-09 15:00:00,4210.32,4213.78,4216.88,4209.7,6254181329.0,0,2021-11-09 15:00:00,2021-11-09 15:59:59
2021-11-09 16:00:00,4213.75,4212.04,4218.98,4212.04,7592610790.800003,0,2021-11-09 16:00:00,2021-11-09 16:59:59
2021-11-09 17:00:00,4212.24,4192.45,4216.62,4190.53,11691844867.699997,0,2021-11-09 17:00:00,2021-11-09 17:59:59
2021-11-09 18:00:00,4192.04,4187.33,4194.03,4181.75,12324313063.40001,0,2021-11-09 18:00:00,2021-11-09 18:54:01
2021-11-10 10:00:00,4192.62,4180.75,4196.22,4173.02,11414187877.5,0,2021-11-10 10:00:00,2021-11-10 10:59:59
2021-11-10 11:00:00,4180.55,4187.51,4189.73,4177.62,11940806617.349998,0,2021-11-10 11:00:00,2021-11-10 11:59:59
2021-11-10 12:00:00,4187.64,4160.17,4188.52,4151.6,11211161368.700005,0,2021-11-10 12:00:00,2021-11-10 12:59:59
2021-11-10 13:00:00,4160.17,4164.68,4164.96,4157.27,6752286730.199997,0,2021-11-10 13:00:00,2021-11-10 13:59:59
2021-11-10 14:00:00,4164.53,4167.48,4172.99,4162.88,5165694570.400002,0,2021-11-10 14:00:00,2021-11-10 14:59:59
2021-11-10 15:00:00,4167.49,4163.89,4171.75,4162.5,5744937211.150002,0,2021-11-10 15:00:00,2021-11-10 15:59:59
2021-11-10 16:00:00,4163.93,4173.01,4173.9,4157.62,9369454142.949997,0,2021-11-10 16:00:00,2021-11-10 16:59:59
2021-11-10 17:00:00,4172.99,4171.07,4174.21,4164.95,9798426064.850006,0,2021-11-10 17:00:00,2021-11-10 17:59:59
2021-11-10 18:00:00,4171.12,4172.47,4172.47,4164.6,8439414414.25,0,2021-11-10 18:00:00,2021-11-10 18:54:01
2021-11-11 10:00:00,4141.62,4141.34,4146.93,4126.52,16289467960.7,0,2021-11-11 10:00:00,2021-11-11 10:59:59
2021-11-11 11:00:00,4141.36,4143.22,4144.35,4130.29,13192508808.099998,0,2021-11-11 11:00:00,2021-11-11 11:59:59
2021-11-11 12:00:00,4143.29,4146.9,4151.16,4139.81,9037278598.8,0,2021-11-11 12:00:00,2021-11-11 12:59:59
2021-11-11 13:00:00,4146.77,4138.24,4151.37,4136.38,9692850798.550003,0,2021-11-11 13:00:00,2021-11-11 13:59:59
2021-11-11 14:00:00,4138.2,4140.49,4146.2,4134.42,7761887579.75,0,2021-11-11 14:00:00,2021-11-11 14:59:59
2021-11-11 15:00:00,4140.45,4132.15,4145.12,4131.63,6117595398.599998,0,2021-11-11 15:00:00,2021-11-11 15:59:59
2021-11-11 16:00:00,4132.25,4143.5,4145.68,4131.88,7842063880.149994,0,2021-11-11 16:00:00,2021-11-11 16:59:59
2021-11-11 17:00:00,4143.35,4166.15,4166.32,4143.07,16125948450.450012,0,2021-11-11 17:00:00,2021-11-11 17:59:59
2021-11-11 18:00:00,4166.23,4189.35,4189.35,4166.18,18056489991.399994,0,2021-11-11 18:00:00,2021-11-11 18:54:02
2021-11-12 10:00:00,4181.7,4156.14,4181.7,4153.01,17520187142.65,0,2021-11-12 10:00:00,2021-11-12 10:59:59
2021-11-12 11:00:00,4156.08,4145.41,4163.27,4142.98,29920009456.799995,0,2021-11-12 11:00:00,2021-11-12 11:59:59
2021-11-12 12:00:00,4145.34,4111.31,4146.19,4100.44,40468726390.7,0,2021-11-12 12:00:00,2021-11-12 12:59:59
2021-11-12 13:00:00,4111.22,4108.73,4114.83,4089.32,29437094868.15001,0,2021-11-12 13:00:00,2021-11-12 13:59:59
2021-11-12 14:00:00,4108.74,4101.96,4111.62,4091.66,16762177010.84999,0,2021-11-12 14:00:00,2021-11-12 14:59:59
2021-11-12 15:00:00,4102.29,4106.45,4112.45,4094.05,15224881122.950012,0,2021-11-12 15:00:00,2021-11-12 15:59:59
2021-11-12 16:00:00,4106.24,4107.36,4112.17,4098.12,12562791175.100006,0,2021-11-12 16:00:00,2021-11-12 16:59:59
2021-11-12 17:00:00,4107.31,4122.72,4131.02,4105.42,20178946353.149994,0,2021-11-12 17:00:00,2021-11-12 17:59:59
2021-11-12 18:00:00,4122.61,4121.66,4130.12,4114.34,20785293964.69998,0,2021-11-12 18:00:00,2021-11-12 18:54:07
2021-11-15 10:00:00,4121.5,4130.41,4141.84,4116.3,28099607805.4,0,2021-11-15 10:00:00,2021-11-15 10:59:59
2021-11-15 11:00:00,4130.54,4129.54,4132.71,4111.04,20151256398.5,0,2021-11-15 11:00:00,2021-11-15 11:59:59
2021-11-15 12:00:00,4129.03,4138.1,4143.62,4122.91,10989393049.5,0,2021-11-15 12:00:00,2021-11-15 12:59:59
2021-11-15 13:00:00,4138.3,4152.03,4162.02,4135.62,12477827354.950005,0,2021-11-15 13:00:00,2021-11-15 13:59:59
2021-11-15 14:00:00,4152.0,4140.09,4152.32,4138.24,8206344672.25,0,2021-11-15 14:00:00,2021-11-15 14:59:59
2021-11-15 15:00:00,4139.95,4145.64,4151.41,4139.51,8008517237.449997,0,2021-11-15 15:00:00,2021-11-15 15:59:59
2021-11-15 16:00:00,4145.67,4148.41,4157.7,4144.45,12816691523.59999,0,2021-11-15 16:00:00,2021-11-15 16:59:59
2021-11-15 17:00:00,4148.36,4141.87,4150.21,4133.87,10826814875.350006,0,2021-11-15 17:00:00,2021-11-15 17:59:59
2021-11-15 18:00:00,4142.03,4135.14,4142.03,4132.87,11447082499.899994,0,2021-11-15 18:00:00,2021-11-15 18:54:01
2021-11-16 10:00:00,4147.69,4146.9,4158.31,4139.9,17650343635.85,0,2021-11-16 10:00:00,2021-11-16 10:59:59
2021-11-16 11:00:00,4146.82,4128.05,4149.98,4124.19,12857994572.600002,0,2021-11-16 11:00:00,2021-11-16 11:59:59
2021-11-16 12:00:00,4127.99,4126.79,4129.27,4110.88,16127726185.05,0,2021-11-16 12:00:00,2021-11-16 12:59:59
2021-11-16 13:00:00,4127.15,4120.74,4133.82,4115.43,9074909139.5,0,2021-11-16 13:00:00,2021-11-16 13:59:59
2021-11-16 14:00:00,4120.84,4106.62,4122.22,4094.15,14062315539.75,0,2021-11-16 14:00:00,2021-11-16 14:59:59
2021-11-16 15:00:00,4106.61,4113.85,4120.33,4106.52,12703267285.850006,0,2021-11-16 15:00:00,2021-11-16 15:59:59
2021-11-16 16:00:00,4113.73,4113.18,4122.15,4111.04,10059927308.899994,0,2021-11-16 16:00:00,2021-11-16 16:59:59
2021-11-16 17:00:00,4113.34,4124.11,4131.92,4112.73,11391660287.050003,0,2021-11-16 17:00:00,2021-11-16 17:59:59
2021-11-16 18:00:00,4124.84,4120.02,4129.75,4110.55,12749647108.84999,0,2021-11-16 18:00:00,2021-11-16 18:54:08
2021-11-17 10:00:00,4120.23,4117.87,4129.73,4111.4,11845412065.65,0,2021-11-17 10:00:00,2021-11-17 10:59:59
2021-11-17 11:00:00,4118.05,4126.4,4129.16,4110.06,11916763244.699999,0,2021-11-17 11:00:00,2021-11-17 11:59:59
2021-11-17 12:00:00,4126.38,4115.46,4129.97,4113.89,7417097931.050003,0,2021-11-17 12:00:00,2021-11-17 12:59:59
2021-11-17 13:00:00,4115.49,4111.24,4120.74,4109.89,6941125604.0,0,2021-11-17 13:00:00,2021-11-17 13:59:59
2021-11-17 14:00:00,4111.32,4110.61,4112.27,4101.96,6722247869.25,0,2021-11-17 14:00:00,2021-11-17 14:59:59
2021-11-17 15:00:00,4110.67,4115.13,4115.81,4108.23,6494442101.449997,0,2021-11-17 15:00:00,2021-11-17 15:59:59
2021-11-17 16:00:00,4115.09,4119.13,4119.19,4109.79,8070373509.849998,0,2021-11-17 16:00:00,2021-11-17 16:59:59
2021-11-17 17:00:00,4119.05,4126.69,4133.08,4118.93,16412794902.90001,0,2021-11-17 17:00:00,2021-11-17 17:59:59
2021-11-17 18:00:00,4127.07,4149.02,4149.02,4123.15,17575129553.59999,0,2021-11-17 18:00:00,2021-11-17 18:54:06
2021-11-18 10:00:00,4120.81,4134.7,4136.68,4108.66,16533883182.35,0,2021-11-18 10:00:00,2021-11-18 10:59:59
2021-11-18 11:00:00,4134.73,4142.34,4146.1,4126.87,11945167635.9,0,2021-11-18 11:00:00,2021-11-18 11:59:59
2021-11-18 12:00:00,4142.68,4144.16,4150.02,4137.66,7973051538.099998,0,2021-11-18 12:00:00,2021-11-18 12:59:59
2021-11-18 13:00:00,4144.14,4144.61,4148.52,4139.53,7560285941.550003,0,2021-11-18 13:00:00,2021-11-18 13:59:59
2021-11-18 14:00:00,4144.55,4144.79,4150.57,4141.08,7899390444.25,0,2021-11-18 14:00:00,2021-11-18 14:59:59
2021-11-18 15:00:00,4144.37,4143.94,4146.2,4133.38,8544463226.799995,0,2021-11-18 15:00:00,2021-11-18 15:59:59
2021-11-18 16:00:00,4143.64,4125.03,4148.69,4123.96,11998054275.050003,0,2021-11-18 16:00:00,2021-11-18 16:59:59
2021-11-18 17:00:00,4124.89,4117.93,4134.35,4117.74,13063952455.5,0,2021-11-18 17:00:00,2021-11-18 17:59:59
2021-11-18 18:00:00,4118.23,4093.85,4120.23,4082.17,22738594665.199997,0,2021-11-18 18:00:00,2021-11-18 18:54:01
2021-11-19 10:00:00,4121.74,4107.25,4127.0,4106.9,19188786658.3,0,2021-11-19 10:00:00,2021-11-19 10:59:59
2021-11-19 11:00:00,4107.0,4084.71,4111.0,4084.37,15887711534.100002,0,2021-11-19 11:00:00,2021-11-19 11:59:59
2021-11-19 12:00:00,4084.79,4057.12,4090.07,4056.21,16416389394.599998,0,2021-11-19 12:00:00,2021-11-19 12:59:59
2021-11-19 13:00:00,4057.09,4037.91,4057.09,4027.95,22140274932.300003,0,2021-11-19 13:00:00,2021-11-19 13:59:59
2021-11-19 14:00:00,4038.01,4027.16,4038.31,4002.2,20972597936.699997,0,2021-11-19 14:00:00,2021-11-19 14:59:59
2021-11-19 15:00:00,4027.13,4010.85,4027.13,4006.68,15959186067.800003,0,2021-11-19 15:00:00,2021-11-19 15:59:59
2021-11-19 16:00:00,4010.86,4022.61,4029.72,4000.26,14560993315.550003,0,2021-11-19 16:00:00,2021-11-19 16:59:59
2021-11-19 17:00:00,4022.68,4032.59,4034.04,4012.73,14453116483.850006,0,2021-11-19 17:00:00,2021-11-19 17:59:59
2021-11-19 18:00:00,4032.51,4016.47,4033.03,4016.47,12298465224.299988,0,2021-11-19 18:00:00,2021-11-19 18:54:21
2021-11-22 10:00:00,4008.13,4001.89,4017.02,3975.34,23607345033.8,0,2021-11-22 10:00:00,2021-11-22 10:59:59
2021-11-22 11:00:00,4001.92,3946.66,4004.72,3939.88,28025458732.899998,0,2021-11-22 11:00:00,2021-11-22 11:59:59
2021-11-22 12:00:00,3946.8,3905.78,3959.92,3905.49,27900637152.90001,0,2021-11-22 12:00:00,2021-11-22 12:59:59
2021-11-22 13:00:00,3906.17,3901.69,3918.45,3880.93,35001470267.04999,0,2021-11-22 13:00:00,2021-11-22 13:59:59
2021-11-22 14:00:00,3901.83,3899.98,3920.47,3893.71,16222322534.700012,0,2021-11-22 14:00:00,2021-11-22 14:59:59
2021-11-22 15:00:00,3900.01,3912.62,3914.59,3899.33,12415091462.199982,0,2021-11-22 15:00:00,2021-11-22 15:59:59
2021-11-22 16:00:00,3912.8,3912.64,3918.19,3877.14,20659794347.650024,0,2021-11-22 16:00:00,2021-11-22 16:59:59
2021-11-22 17:00:00,3912.17,3888.45,3912.17,3887.32,19847169067.349976,0,2021-11-22 17:00:00,2021-11-22 17:59:59
2021-11-22 18:00:00,3888.07,3872.77,3894.33,3872.77,19040015484.80002,0,2021-11-22 18:00:00,2021-11-22 18:54:01
2021-11-23 10:00:00,3832.33,3897.21,3904.35,3776.61,47092180779.75,0,2021-11-23 10:00:00,2021-11-23 10:59:59
2021-11-23 11:00:00,3896.56,3885.49,3904.17,3851.47,25571237033.850006,0,2021-11-23 11:00:00,2021-11-23 11:59:59
2021-11-23 12:00:00,3885.29,3933.48,3933.6,3884.38,24138494235.09999,0,2021-11-23 12:00:00,2021-11-23 12:59:59
2021-11-23 13:00:00,3933.29,3911.4,3934.08,3890.18,18644603232.699997,0,2021-11-23 13:00:00,2021-11-23 13:59:59
2021-11-23 14:00:00,3911.43,3921.58,3923.7,3903.04,13492103820.800003,0,2021-11-23 14:00:00,2021-11-23 14:59:59
2021-11-23 15:00:00,3921.76,3925.85,3940.3,3913.92,18527005617.84999,0,2021-11-23 15:00:00,2021-11-23 15:59:59
2021-11-23 16:00:00,3925.26,3941.33,3945.24,3919.88,14919650764.900024,0,2021-11-23 16:00:00,2021-11-23 16:59:59
2021-11-23 17:00:00,3941.66,3968.67,3968.71,3937.78,21914395744.849976,0,2021-11-23 17:00:00,2021-11-23 17:59:59
2021-11-23 18:00:00,3968.7,3960.33,3974.76,3955.45,19363941872.350006,0,2021-11-23 18:00:00,2021-11-23 18:54:06
2021-11-24 10:00:00,4001.89,3980.6,4021.25,3968.5,28199406069.9,0,2021-11-24 10:00:00,2021-11-24 10:59:59
2021-11-24 11:00:00,3980.92,3977.75,3997.25,3948.17,21755237972.85,0,2021-11-24 11:00:00,2021-11-24 11:59:59
2021-11-24 12:00:00,3977.42,3960.65,3986.75,3958.55,14505663267.849998,0,2021-11-24 12:00:00,2021-11-24 12:59:59
2021-11-24 13:00:00,3960.67,3929.81,3962.54,3925.61,16078483746.599998,0,2021-11-24 13:00:00,2021-11-24 13:59:59
2021-11-24 14:00:00,3929.62,3962.79,3964.65,3913.39,13314559422.449997,0,2021-11-24 14:00:00,2021-11-24 14:59:59
2021-11-24 15:00:00,3962.79,3951.57,3969.86,3947.09,9230465267.15001,0,2021-11-24 15:00:00,2021-11-24 15:59:59
2021-11-24 16:00:00,3951.51,3943.71,3957.76,3929.19,8850492870.0,0,2021-11-24 16:00:00,2021-11-24 16:59:59
2021-11-24 17:00:00,3942.48,3944.46,3951.19,3928.04,10764896645.649994,0,2021-11-24 17:00:00,2021-11-24 17:59:59
2021-11-24 18:00:00,3944.32,3950.56,3953.49,3937.34,11850780238.699997,0,2021-11-24 18:00:00,2021-11-24 18:54:01
2021-11-25 10:00:00,3964.25,3990.46,3990.46,3964.25,11012303469.35,0,2021-11-25 10:00:00,2021-11-25 10:59:59
2021-11-25 11:00:00,3990.84,3956.26,3990.95,3955.57,14221175247.699999,0,2021-11-25 11:00:00,2021-11-25 11:59:59
2021-11-25 12:00:00,3956.41,3966.2,3966.83,3955.35,5669847554.600002,0,2021-11-25 12:00:00,2021-11-25 12:59:59
2021-11-25 13:00:00,3966.2,3947.47,3967.41,3933.97,9176721077.849998,0,2021-11-25 13:00:00,2021-11-25 13:59:59
2021-11-25 14:00:00,3947.45,3942.23,3955.69,3932.55,6696635705.400002,0,2021-11-25 14:00:00,2021-11-25 14:59:59
2021-11-25 15:00:00,3942.01,3948.4,3951.73,3939.92,5292449540.650002,0,2021-11-25 15:00:00,2021-11-25 15:59:59
2021-11-25 16:00:00,3948.45,3945.34,3954.01,3937.8,6603408509.049995,0,2021-11-25 16:00:00,2021-11-25 16:59:59
2021-11-25 17:00:00,3945.35,3957.24,3964.14,3943.82,7847120950.550003,0,2021-11-25 17:00:00,2021-11-25 17:59:59
2021-11-25 18:00:00,3957.1,3947.82,3960.84,3947.82,7393063734.200005,0,2021-11-25 18:00:00,2021-11-25 18:54:07
2021-11-26 10:00:00,3852.99,3854.05,3876.13,3825.06,32304477543.7,0,2021-11-26 10:00:00,2021-11-26 10:59:59
2021-11-26 11:00:00,3854.52,3855.59,3859.86,3823.19,27084542357.350002,0,2021-11-26 11:00:00,2021-11-26 11:59:59
2021-11-26 12:00:00,3855.66,3827.02,3855.68,3821.05,14645798531.59999,0,2021-11-26 12:00:00,2021-11-26 12:59:59
2021-11-26 13:00:00,3826.86,3838.96,3850.3,3824.82,13609794521.25,0,2021-11-26 13:00:00,2021-11-26 13:59:59
2021-11-26 14:00:00,3838.93,3838.43,3850.47,3834.11,9324506275.700012,0,2021-11-26 14:00:00,2021-11-26 14:59:59
2021-11-26 15:00:00,3838.54,3841.56,3847.33,3832.01,9305078244.899994,0,2021-11-26 15:00:00,2021-11-26 15:59:59
2021-11-26 16:00:00,3841.49,3846.64,3852.78,3839.51,9462835060.899994,0,2021-11-26 16:00:00,2021-11-26 16:59:59
2021-11-26 17:00:00,3846.56,3829.59,3853.08,3826.02,13990794735.0,0,2021-11-26 17:00:00,2021-11-26 17:59:59
2021-11-26 18:00:00,3829.49,3810.98,3829.95,3810.75,15016582271.350006,0,2021-11-26 18:00:00,2021-11-26 18:58:06
2021-11-29 10:00:00,3872.19,3875.3,3887.45,3867.37,23042448944.2,0,2021-11-29 10:00:00,2021-11-29 10:59:59
2021-11-29 11:00:00,3874.89,3847.13,3874.89,3846.12,15039325728.7,0,2021-11-29 11:00:00,2021-11-29 11:59:59
2021-11-29 12:00:00,3847.36,3859.76,3862.91,3847.23,9042132330.849998,0,2021-11-29 12:00:00,2021-11-29 12:59:59
2021-11-29 13:00:00,3859.68,3887.98,3891.78,3859.64,13166448834.5,0,2021-11-29 13:00:00,2021-11-29 13:59:59
2021-11-29 14:00:00,3888.18,3892.78,3903.75,3888.1,10604737194.050003,0,2021-11-29 14:00:00,2021-11-29 14:59:59
2021-11-29 15:00:00,3892.76,3914.21,3914.38,3888.11,11799495707.649994,0,2021-11-29 15:00:00,2021-11-29 15:59:59
2021-11-29 16:00:00,3914.14,3921.36,3927.15,3905.18,16174727155.300003,0,2021-11-29 16:00:00,2021-11-29 16:59:59
2021-11-29 17:00:00,3921.32,3898.1,3928.52,3879.85,18978337980.649994,0,2021-11-29 17:00:00,2021-11-29 17:59:59
2021-11-29 18:00:00,3897.62,3879.54,3899.94,3879.54,13042775970.800003,0,2021-11-29 18:00:00,2021-11-29 18:54:02
